	y	env	group
848	0.458006169	5.277	NO3
849	0.439673303	4.96	NO3
850	0.462843522	2.916	NO3
851	0.508342681	2.592	NO3
852	0.300336511	0.1545	NO3
853	0.288558609	4.935	NO3
854	0.309029725	1.935	NO3
855	0.313656758	2.7835	NO3
856	0.16261217	0.273	NO3
857	0.200049075	1.7805	NO3
858	0.440935222	2.911	NO3
859	0.373808188	0.263	NO3
860	0.447314919	1.0265	NO3
861	0.516930735	3.4905	NO3
862	0.453694616	4.2915	NO3
863	0.440584689	3.9745	NO3
864	0.458076276	1.9305	NO3
865	0.517351374	1.6065	NO3
866	0.297707515	0.831	NO3
867	0.286876052	3.9495	NO3
868	0.307767807	0.9495	NO3
869	0.314147504	1.798	NO3
870	0.186238082	1.5075	NO3
871	0.444580763	2.638	NO3
872	0.370758553	0.536	NO3
873	0.445562255	0.7535	NO3
874	0.516019349	3.2175	NO3
875	0.459653674	4.0185	NO3
876	0.435642176	3.7015	NO3
877	0.457865956	1.6575	NO3
878	0.511287156	1.3335	NO3
879	0.305138811	1.104	NO3
880	0.287892597	3.6765	NO3
881	0.315549635	0.6765	NO3
882	0.309204992	1.525	NO3
883	0.456043186	1.1305	NO3
884	0.384254066	2.0435	NO3
885	0.455692653	0.754	NO3
886	0.526009534	1.71	NO3
887	0.466489063	2.511	NO3
888	0.44882221	2.194	NO3
889	0.47073051	0.15	NO3
890	0.516545149	0.174	NO3
891	0.314147504	2.6115	NO3
892	0.304087213	2.169	NO3
893	0.317547672	0.831	NO3
894	0.324558329	0.0175	NO3
895	0.289224621	3.174	NO3
896	0.262934661	1.8845	NO3
897	0.303876893	0.5795	NO3
898	0.272854739	1.3805	NO3
899	0.264862591	1.0635	NO3
900	0.319580763	0.9805	NO3
901	0.348920359	1.3045	NO3
902	0.417379417	3.742	NO3
903	0.454185362	1.0385	NO3
904	0.473674986	1.9615	NO3
905	0.447525238	1.113	NO3
906	0.329535895	1.2895	NO3
907	0.376752664	3.7535	NO3
908	0.342330342	4.5545	NO3
909	0.27425687	4.2375	NO3
910	0.322840718	2.1935	NO3
911	0.33290101	1.8695	NO3
912	0.363222098	0.568	NO3
913	0.361189007	4.2125	NO3
914	0.364519069	1.2125	NO3
915	0.35298654	2.061	NO3
916	0.283581043	2.464	NO3
917	0.28109226	3.265	NO3
918	0.239063376	2.948	NO3
919	0.311343242	0.904	NO3
920	0.345415031	0.58	NO3
921	0.413313236	1.8575	NO3
922	0.460600112	2.923	NO3
923	0.480300056	0.077	NO3
924	0.45075014	0.7715	NO3
925	0.279760236	0.801	NO3
926	0.27019069	0.484	NO3
927	0.310537016	1.56	NO3
928	0.358139372	1.884	NO3
929	0.480194896	4.3215	NO3
930	0.526780707	0.459	NO3
931	0.541783511	2.541	NO3
932	0.52201346	1.6925	NO3
933	0.237906618	0.317	NO3
934	0.309134885	2.361	NO3
935	0.360312675	2.685	NO3
936	0.420919798	5.1225	NO3
937	0.462422883	0.342	NO3
938	0.478652552	3.342	NO3
939	0.452117218	2.4935	NO3
940	0.257045709	2.044	NO3
941	0.275974481	2.368	NO3
942	0.402236399	4.8055	NO3
943	0.431575996	0.025	NO3
944	0.450574874	3.025	NO3
945	0.422041503	2.1765	NO3
946	0.339981772	0.324	NO3
947	0.432872967	2.7615	NO3
948	0.466313797	2.019	NO3
949	0.484962142	0.981	NO3
950	0.460004206	0.1325	NO3
951	0.4551318	2.4375	NO3
952	0.45748037	2.343	NO3
953	0.465016826	0.657	NO3
954	0.445351935	0.1915	NO3
955	0.257150869	4.7805	NO3
956	0.290837072	1.7805	NO3
957	0.269840157	2.629	NO3
958	0.204395681	3	NO3
959	0.191706394	2.1515	NO3
960	0.222202748	0.8485	NO3
961	0.171761077	1.29155404	TK
962	0.186273135	0.49260922	TK
963	0.190514582	0.43	TK
964	0.446333427	0.36847316	TK
965	0.370793606	0.34694451	TK
966	0.452292485	1.21796392	TK
967	0.521487661	1.01318763	TK
968	0.458006169	0.65944454	TK
969	0.439673303	0.54420436	TK
970	0.462843522	1.14436006	TK
971	0.508342681	0.3107794	TK
972	0.300336511	0.43031952	TK
973	0.288558609	1.25691346	TK
974	0.309029725	1.66434565	TK
975	0.313656758	0.71119815	TK
976	0.16261217	1.78416326	TK
977	0.200049075	1.72155404	TK
978	0.440935222	1.6600272	TK
979	0.373808188	0.94460953	TK
980	0.447314919	2.50951796	TK
981	0.516930735	0.27836641	TK
982	0.453694616	1.95099858	TK
983	0.440584689	1.8357584	TK
984	0.458076276	2.4359141	TK
985	0.517351374	1.60233344	TK
986	0.297707515	1.72187356	TK
987	0.286876052	2.5484675	TK
988	0.307767807	2.95589969	TK
989	0.314147504	2.00275219	TK
990	0.186238082	0.06260922	TK
991	0.444580763	0.12413606	TK
992	0.370758553	0.83955373	TK
993	0.445562255	0.7253547	TK
994	0.516019349	1.50579685	TK
995	0.459653674	0.16683532	TK
996	0.435642176	0.05159514	TK
997	0.457865956	0.65175084	TK
998	0.511287156	0.18182982	TK
999	0.305138811	0.0622897	TK
1000	0.287892597	0.76430424	TK
1001	0.315549635	1.17173643	TK
1002	0.309204992	0.21858893	TK
1003	0.456043186	0.06152684	TK
1004	0.384254066	0.77694451	TK
1005	0.455692653	0.78796392	TK
1006	0.526009534	1.44318763	TK
1007	0.466489063	0.22944454	TK
1008	0.44882221	0.11420436	TK
1009	0.47073051	0.71436006	TK
1010	0.516545149	0.1192206	TK
1011	0.314147504	0.00031952	TK
1012	0.304087213	0.82691346	TK
1013	0.317547672	1.23434565	TK
1014	0.324558329	0.28119815	TK
1015	0.289224621	0.71541767	TK
1016	0.262934661	0.84949076	TK
1017	0.303876893	1.38166079	TK
1018	0.272854739	0.29097138	TK
1019	0.264862591	0.1757312	TK
1020	0.319580763	0.7758869	TK
1021	0.348920359	0.05769376	TK
1022	0.417379417	0.06184636	TK
1023	0.454185362	0.8884403	TK
1024	0.473674986	1.29587249	TK
1025	0.447525238	0.34272499	TK
1026	0.329535895	1.56490843	TK
1027	0.376752664	0.66624312	TK
1028	0.342330342	1.00638905	TK
1029	0.27425687	0.89114887	TK
1030	0.322840718	1.49130457	TK
1031	0.33290101	0.65772391	TK
1032	0.363222098	0.77726403	TK
1033	0.361189007	1.60385797	TK
1034	0.364519069	2.01129016	TK
1035	0.35298654	1.05814266	TK
1036	0.283581043	2.23115155	TK
1037	0.28109226	0.55851938	TK
1038	0.239063376	0.67375956	TK
1039	0.311343242	0.07360386	TK
1040	0.345415031	0.90718452	TK
1041	0.413313236	0.7876444	TK
1042	0.460600112	0.03894954	TK
1043	0.480300056	0.44638173	TK
1044	0.45075014	0.50676577	TK
1045	0.279760236	1.67263217	TK
1046	0.27019069	1.55739199	TK
1047	0.310537016	2.15754769	TK
1048	0.358139372	1.32396703	TK
1049	0.480194896	1.44350715	TK
1050	0.526780707	2.27010109	TK
1051	0.541783511	2.67753328	TK
1052	0.52201346	1.72438578	TK
1053	0.237906618	0.11524018	TK
1054	0.309134885	0.48491552	TK
1055	0.360312675	0.34866514	TK
1056	0.420919798	0.22912502	TK
1057	0.462422883	0.59746892	TK
1058	0.478652552	1.00490111	TK
1059	0.452117218	0.05175361	TK
1060	0.257045709	0.6001557	TK
1061	0.275974481	0.23342496	TK
1062	0.402236399	0.11388484	TK
1063	0.431575996	0.7127091	TK
1064	0.450574874	1.12014129	TK
1065	0.422041503	0.16699379	TK
1066	0.339981772	0.83358066	TK
1067	0.432872967	0.71404054	TK
1068	0.466313797	0.1125534	TK
1069	0.484962142	0.51998559	TK
1070	0.460004206	0.43316191	TK
1071	0.4551318	0.11954012	TK
1072	0.45748037	0.94613406	TK
1073	0.465016826	1.35356625	TK
1074	0.445351935	0.40041875	TK
1075	0.257150869	0.82659394	TK
1076	0.290837072	1.23402613	TK
1077	0.269840157	0.28087863	TK
1078	0.204395681	0.40743219	TK
1079	0.191706394	0.54571531	TK
1080	0.222202748	0.9531475	TK
1081	0.171761077	0.14	pH
1082	0.186273135	0.25	pH
1083	0.190514582	0.08	pH
1084	0.446333427	0.09	pH
1085	0.370793606	0.42	pH
1086	0.452292485	0.25	pH
1087	0.521487661	0.19	pH
1088	0.458006169	0.06	pH
1089	0.439673303	0.24	pH
1090	0.462843522	0.14	pH
1091	0.508342681	0.13	pH
1092	0.300336511	0.07	pH
1093	0.288558609	0.05	pH
1094	0.309029725	0.07	pH
1095	0.313656758	0.13	pH
1096	0.16261217	0.11	pH
1097	0.200049075	0.06	pH
1098	0.440935222	0.05	pH
1099	0.373808188	0.28	pH
1100	0.447314919	0.11	pH
1101	0.516930735	0.05	pH
1102	0.453694616	0.2	pH
1103	0.440584689	0.38	pH
1104	0.458076276	0.28	pH
1105	0.517351374	0.27	pH
1106	0.297707515	0.07	pH
1107	0.286876052	0.19	pH
1108	0.307767807	0.21	pH
1109	0.314147504	0.01	pH
1110	0.186238082	0.17	pH
1111	0.444580763	0.16	pH
1112	0.370758553	0.17	pH
1113	0.445562255	0	pH
1114	0.516019349	0.06	pH
1115	0.459653674	0.31	pH
1116	0.435642176	0.49	pH
1117	0.457865956	0.39	pH
1118	0.511287156	0.38	pH
1119	0.305138811	0.18	pH
1120	0.287892597	0.3	pH
1121	0.315549635	0.32	pH
1122	0.309204992	0.12	pH
1123	0.456043186	0.01	pH
1124	0.384254066	0.34	pH
1125	0.455692653	0.17	pH
1126	0.526009534	0.11	pH
1127	0.466489063	0.14	pH
1128	0.44882221	0.32	pH
1129	0.47073051	0.22	pH
1130	0.516545149	0.21	pH
1131	0.314147504	0.01	pH
1132	0.304087213	0.13	pH
1133	0.317547672	0.15	pH
1134	0.324558329	0.05	pH
1135	0.289224621	0.33	pH
1136	0.262934661	0.16	pH
1137	0.303876893	0.1	pH
1138	0.272854739	0.15	pH
1139	0.264862591	0.33	pH
1140	0.319580763	0.23	pH
1141	0.348920359	0.22	pH
1142	0.417379417	0.02	pH
1143	0.454185362	0.14	pH
1144	0.473674986	0.16	pH
1145	0.447525238	0.04	pH
1146	0.329535895	0.17	pH
1147	0.376752664	0.23	pH
1148	0.342330342	0.48	pH
1149	0.27425687	0.66	pH
1150	0.322840718	0.56	pH
1151	0.33290101	0.55	pH
1152	0.363222098	0.35	pH
1153	0.361189007	0.47	pH
1154	0.364519069	0.49	pH
1155	0.35298654	0.29	pH
1156	0.283581043	0.06	pH
1157	0.28109226	0.31	pH
1158	0.239063376	0.49	pH
1159	0.311343242	0.39	pH
1160	0.345415031	0.38	pH
1161	0.413313236	0.18	pH
1162	0.460600112	0.3	pH
1163	0.480300056	0.32	pH
1164	0.45075014	0.12	pH
1165	0.279760236	0.25	pH
1166	0.27019069	0.43	pH
1167	0.310537016	0.33	pH
1168	0.358139372	0.32	pH
1169	0.480194896	0.12	pH
1170	0.526780707	0.24	pH
1171	0.541783511	0.26	pH
1172	0.52201346	0.06	pH
1173	0.237906618	0.18	pH
1174	0.309134885	0.08	pH
1175	0.360312675	0.07	pH
1176	0.420919798	0.13	pH
1177	0.462422883	0.01	pH
1178	0.478652552	0.01	pH
1179	0.452117218	0.19	pH
1180	0.257045709	0.1	pH
1181	0.275974481	0.11	pH
1182	0.402236399	0.31	pH
1183	0.431575996	0.19	pH
1184	0.450574874	0.17	pH
1185	0.422041503	0.37	pH
1186	0.339981772	0.01	pH
1187	0.432872967	0.21	pH
1188	0.466313797	0.09	pH
1189	0.484962142	0.07	pH
1190	0.460004206	0.27	pH
1191	0.4551318	0.2	pH
1192	0.45748037	0.08	pH
1193	0.465016826	0.06	pH
1194	0.445351935	0.26	pH
1195	0.257150869	0.12	pH
1196	0.290837072	0.14	pH
1197	0.269840157	0.06	pH
1198	0.204395681	0.02	pH
1199	0.191706394	0.18	pH
1200	0.222202748	0.2	pH
